,fields
20554,s937bg
20688,s937bh
6438,s937bi
15246,s937bj
17518,s937bk
18505,s937bl
8193,s937bw
8510,s937bx
15997,s937by
15493,s937bz
7049,s937c
3146,s937ca
4862,s937cb
13171,s937cc
3443,s937cd
9111,s937ce
15330,s937cf
12366,s937cg
13244,s937ch
13979,s937ci
10624,s937cj
10290,s937ck
881,s937cl
1626,s937cx
20392,s937cy
13139,s937cz
2228,s937d
6406,s937da
14793,s937db
394,s937dc
12167,s937dd
370,s937de
18881,s937df
1228,s937dg
8759,s937dh
12115,s937di
17097,s937dj
14362,s937dk
8663,s937dl
8443,s937dx
12127,s937dy
11923,s937dz
14369,s937e
12225,s937f
17009,s937g
761,s937h
2838,s937i
7564,s937j
491,s937k
12166,s937l
21487,s937x
12837,s938
6308,s939
10018,s940
5387,s940a
4902,s940b
4660,s940c
16424,s941
18943,s941a
18729,s941aa
20377,s941ab
15887,s941ac
19736,s941ad
2308,s941ax
10156,s941b
9648,s941ba
17046,s941bb
20971,s941bc
8962,s941bd
5969,s941be
407,s941bf
4316,s941bg
12580,s941bh
10108,s941bx
17560,s941bz
8448,s941c
5029,s941ca
21379,s941cb
15465,s941cc
18875,s941cd
11030,s941ce
8626,s941cf
19806,s941cg
20692,s941ch
9262,s941ci
760,s941cx
17118,s941cz
17360,s941da
6580,s941db
7793,s941dc
18521,s941dd
13496,s941de
6921,s941df
3994,s941dg
2193,s941dh
8022,s941dx
12855,s941dz
6895,s941e
9828,s941fa
8252,s941fb
7395,s941fc
14033,s941fd
17337,s941fe
13089,s941ff
15031,s941fg
17688,s941fh
3591,s941fx
12835,s941fz
10091,s941g
6163,s941h
17918,s941i
10948,s941ja
9475,s941jb
19787,s941jc
6371,s941jd
18142,s941je
2098,s941jf
19871,s941ka
1443,s941kb
3902,s941kc
11869,s941kd
12075,s941ke
7092,s941kf
2016,s941kg
10073,s942a
11259,s942aa
4679,s942ab
11779,s942ac
4778,s942ad
20968,s942ae
14812,s942af
12948,s942ag
11093,s942ah
20759,s942ai
11829,s942aj
3708,s942ak
7743,s942al
6530,s942aw
1554,s942ax
6049,s942ay
985,s942az
10726,s942ba
6616,s942bb
10975,s942bc
1690,s942bd
9136,s942be
8908,s942bf
2410,s942bg
3768,s942bh
6339,s942bi
15853,s942bj
18238,s942bk
1561,s942bl
3814,s942bw
14045,s942bx
4623,s942by
4600,s942bz
5617,s942c
2023,s943
9960,s944
19888,s945
14881,s945a
14723,s945a1
12788,s945a2
18661,s945a3
12890,s945aa
16910,s945b
2930,s945b1
17968,s945b2
10206,s945c
19977,s945ca
7624,s945cb
241,s945cc
16218,s945d
11074,s945i
14611,s945k
1299,s945l
13569,s945m
20578,s945n
19622,s945o
17781,s946k
10345,s946l
16979,s946m
19501,s946n
15006,s946o
8015,s946p
7550,s946q
2178,s946r
21353,s946s
18194,s946t
1903,s947
5897,s947b
6969,s947ba
6868,s947bb
20730,s947bc
12620,s947bd
4755,s947be
920,s947bf
152,s94ia
3515,s94ib
5439,s94ic
884,s94id
19549,s94ie
18077,s94if
1343,s94ig
12326,s94ix
16202,s94iz
2385,s950
8071,s950a
19218,s950b
13274,s950c
12751,s950ca
19616,s950cb
20931,s950cc
21081,s950d
9028,s950g
13696,s950h
7305,s950i
169,s950j
20058,s950k
11267,s950q
10511,s950x
21517,s951
13691,s951aa
20661,s951ab
9711,s951ac
3813,s951ba
19563,s951bb
8674,s951bc
13316,s951ca
7274,s951cb
10469,s951cc
19688,s951da
19617,s951db
21733,s951dc
7566,s951ea
3564,s951ec
16981,s951fa
17290,s951fc
11333,s951ga
18465,s951gc
8444,s952
1483,s952a
14181,s952b
12153,s952c
14913,s952d
19869,s952e
7336,s952f
16542,s952g
18752,s952h
1904,s952i
7799,s952j
8953,s952k
602,s952x
19608,s953
16935,s958
21211,s959
8430,s960
19516,s964
9983,s964j
18551,s964k
19419,s965a
6264,s965b
9438,s965c
17375,s965d
12629,s965e
4359,s965f
14970,s965g
3455,s965h
16980,s965i
10107,s965j
16613,s965k
1358,s965l
2625,s965m
6916,s965n
18255,s965x
15988,s969a
21529,s_107a
13238,s_110g
16854,s_110h
4691,s_110i
5295,s_110j
11123,s_110k
5471,s_110l
10579,s_110m
3159,s_110n
16619,s_110o
10992,s_117aa
696,s_117ab
5081,s_117ac
19416,s_117ad
20944,s_117ae
5722,s_117af
13558,s_118b
14627,s_118f
2179,s_118g
16948,s_123a
18241,s_123b
16447,s_123c
17256,s_123d
12697,s_123e
10263,s_123f
14796,sa06
2981,sa08b
6033,sa08ba
10337,sa08bm
16328,sa08bma
5033,sa108d
20045,sa108m
15985,sa108y
11165,sa112d
15127,sa112m
15778,sa112y
17830,sa208d
18789,sa208m
8636,sa208y
2954,sa212d
11244,sa212m
4584,sa212y
10575,sa62x
10749,sa69
17272,sa69s
12636,sadjust
2799,sadva
3235,sadvad
9555,sadvam
7677,sadvay
8729,sage
3706,sagree
16387,saiface6
5466,saifactc
3669,saifactr
3740,sallwgt
20854,salt
19509,saltitud
4408,saltura
13724,samz
5447,san005
17083,sangayn
8573,sangayr
21434,santhro
609,sarea
3579,sareai
4326,saream
5891,sarrond
20476,sas005
15282,sasssup
20427,satoll
21012,sb08d
11174,sb08m
202,sb08y
17720,sb1
7691,sb115
4969,sb116
20511,sb117
3598,sb12d
8232,sb12m
8625,sb12y
14133,sb1d
16361,sb1m
20529,sb1y
12825,sb2
14938,sb2d
15160,sb2m
20149,sb2y
13639,sb3
15531,sb315a
668,sb315b
7845,sb318an
16936,sb318au
4887,sb318b
17510,sb328an
2558,sb328au
19194,sb328b
10434,sb328c
4033,sb3d
20558,sb3m
6449,sb3y
3085,sb409a
9170,sb449a
5159,sb449ba
3945,sb449bb
4889,sb449bc
832,sb449bd
17368,sb449be
9526,sb449bf
5491,sb449bg
8143,sb449bh
1599,sb449bi
20825,sb449bj
10007,sb449bx
18649,sb453b
15187,sb471
8079,sb472
12796,sb473
9375,sb474
7840,sb475
7749,sb477
17224,sb612
2090,sb613a
7942,sb613b
21556,sb613c
17344,sb616f
5938,sb616g
12277,sb616h
9303,sb624
9802,sb668aa
10055,sb668ab
11080,sb668ac
5308,sb668ad
5644,sb668ae
17233,sb668af
7388,sb668ag
3413,sb668ah
14060,sb668ax
12259,sb668az
14046,sb808d
16498,sb808e
17825,sb812
18033,sb813a
14760,sb813b
2033,sb814a
739,sb814b
7055,sb814c
5537,sb814d
11209,sb814e
3125,sb814f
9399,sb814g
10160,sb814h
7953,sbackwd
7614,sbadia
17496,sbadia_r
6586,sbarang
17653,sbatim
11350,sbc1d
3168,sbc1m
3237,sbc1y
13717,sbc2d
15942,sbc2m
8853,sbc2y
10020,sbcg
20292,sbd1d
2370,sbd1m
3380,sbd1y
5020,sbd2d
16419,sbd2m
5508,sbd2y
5134,sbd3d
16037,sbd3m
15352,sbd3y
9984,sbidx
7869,sbil
993,sbil1
3600,sbil2
15409,sbil3
7144,sbil4
18421,sbil5
13483,sbil6
11777,sbil7
12363,sbirths4
13403,sbldg
17251,sbldnr
21058,sblock
9941,sbord
5253,sbp1d
5715,sbp1s
20127,sbp2d
4833,sbp2s
9328,sbp3d
5888,sbp3s
1370,sbpaved
6700,sbpaves
6283,sbpref
333,sbsprov
19796,sbt1d
13649,sbt1m
266,sbt1y
7059,sbt2d
19938,sbt2m
6846,sbt2y
18646,sbuild
13255,sbuilding
3359,sc100
4322,sc105
11145,sc106
14270,sc107
13711,sc108
21319,sc109a
18876,sc109b
2828,sc109c
2571,sc109d
17470,sc109e
20768,sc109f
19122,sc111a
21761,sc111b
11994,sc112
20567,sc121
1629,sc205
4457,sc206
13440,sc208
15251,sc209
21212,sc210
20577,sc214
1239,sc215
12836,sc219
13840,sc224
19145,sc226
8147,sc304
14850,sc305a
7777,sc305b
10262,sc305c
19720,sc305d
3824,sc305e
11285,sc305f
19969,sc305g
20655,sc305h
19921,sc307
10252,sc308a
8450,sc308b
21250,sc308c
9732,sc308d
7064,sc308e
12032,sc308f
18792,sc308g
96,sc308h
2675,sc309
341,sc310
11045,sc311
10765,sc312
19359,sc313
14166,sc314
17960,sc407
16166,sc501
2572,sc502
21799,sc503
10723,sc504
8937,sc505
4462,sc506
12956,sc507
2591,sc510
626,sc511
7500,sc512
12888,sc513
5329,scafe
17446,scal
2372,scal_1
13457,scal_2
2796,scal_3
16444,scal_4
5694,scaltm
14481,scalty
14705,scamp
16846,scamps
13147,scan
2096,scanto
3852,scanton
9794,scarrond
2029,scaste
4583,sccercle
15333,scdepto
12272,scdth
10829,scensal
82,scense
13927,scensus
5299,scensuse
19346,scentre
13056,scercle
1672,sch33
2633,sch53
7425,sch55
16605,sch62
21224,sch63
21338,sch68
15945,sch69
1972,sch70
12640,sch71
1900,sch71n
21811,sch71u
4138,sch72
20585,sch72n
2503,sch72u
2081,sch73
6221,sch74
15176,sch75
17111,sch75n
19132,sch75u
6519,sch76
6174,sch76n
13668,sch76u
9310,sch77
17192,sch78
17196,sch79
14128,sch79n
7569,sch79u
16778,sch80
19776,sch80n
4645,sch80u
16396,sch82
14768,schangwt
21696,schefeq
21200,scity
16119,sciud
21177,sciudad
10412,sclust
20154,scluster
15038,scmunici
14283,scn1
8196,scn1d
18955,scn1m
4722,scn1y
6984,scn2
8906,scn2d
19373,scn2m
33,scn2y
418,scnocon
336,sco111
8505,scoast
20804,scoder
1948,scol45
8364,scol51
12826,scoll
19435,scolor
19972,scom
20028,scomm
2852,scommun
21578,scommune
3439,scomp
13948,sconc1
3287,sconc2
650,sconc3
14637,sconc4
20020,sconc5
6947,sconces
20756,sconsent
10324,sconsumm
3968,scont
17841,scontrol
19966,score
15966,scounci
11284,scounty
8507,scpoblad
5886,scrbp
17062,scritic
20004,scritico
5164,scsa
14092,scsanum
13897,scty
7414,sctymun
2976,scuest
5793,scvad
18996,scvivien
5987,sd06b
12737,sd06d1
9365,sd06d2
13130,sd06d3
18002,sd06d4
3844,sd06h1
7252,sd06h2
16651,sd06h3
5149,sd06m
18911,sd06mr
15765,sd06mu
5857,sd06p1
9276,sd06p2
14841,sd06p3
16960,sd06p4
16225,sd06r
3055,sd06v3
21343,sd1
1202,sd1005b_1
19771,sd1005b_2
20121,sd1005b_3
13011,sd1005b_4
18340,sd1005b_5
12617,sd108d
9451,sd108m
15002,sd108y
4149,sd1105g
3063,sd1124
3199,sd1125
746,sd1126
9631,sd1127
1207,sd112d
11774,sd112m
5377,sd112y
261,sd1137
9463,sd1138a
13660,sd1138b
4229,sd1138c
5075,sd1138d
17036,sd1138e
10946,sd1138f
20583,sd1139d
4441,sd1406d4
17439,sd1406e1
20579,sd1406e2
20885,sd1406e3
18685,sd1406h1
11382,sd1406h2
20682,sd1406h3
11302,sd1d
19058,sd1m
3808,sd1y
7971,sd2
1252,sd208d
1103,sd208m
12448,sd208y
6582,sd212d
8070,sd212m
17737,sd212y
17832,sd234b1
15664,sd234b2
8511,sd234b3
13894,sd234b4
3460,sd234b5
6074,sd2d
2135,sd2m
12361,sd2y
7983,sd3
5082,sd308d
2054,sd308m
1418,sd308y
1029,sd312d
19431,sd312m
17492,sd312y
12786,sd3d
21712,sd3m
7399,sd3y
8396,sd4
3574,sd444y
21171,sd445y
17048,sd46hb
349,sd46yf
15553,sd484a
2884,sd484b
2207,sd484c
18126,sd484d
9358,sd484e
14603,sd4d
14656,sd4m
9906,sd4n
7344,sd4y
15961,sd506b1
12327,sd506b2
20996,sd506b3
4096,sd506d
19599,sd506d1
5756,sd506d2
6434,sd506d3
14638,sd506e
13476,sd506h1
6090,sd506h2
288,sd506h3
7343,sd506y
2918,sd506yf
7449,sd58d4
6854,sd58h1
11453,sd58h2
12317,sd58h3
17302,sd58m2
17546,sd58p4
18202,sd58p5
3643,sd58pa
15633,sda
5842,sda08d
7000,sda08m
909,sda08y
11939,sda12d
5840,sda12m
6190,sda12y
9942,sdad
5044,sdam
7419,sdamz
19974,sday
7448,sdayint
7335,sdb1
4538,sdb1d
8038,sdb1m
12249,sdb1y
3296,sdb2
11390,sdb2d
14676,sdb2m
6779,sdb2y
8066,sdb3
5829,sdb3d
6007,sdb3m
7027,sdb3y
7196,sdbd
8569,sdbn
18765,sdc6b
16945,sdc6d1
3640,sdc6d2
5079,sdc6d3
13834,sdc6d4
3262,sdc6e1
11842,sdc6e2
16171,sdc6e3
17311,sdc6h1
18859,sdc6h2
6453,sdc6h3
9638,sdc6m
3743,sdc6mr
14853,sdc6p0
11694,sdc6p1
19223,sdc6p2
16802,sdc6p3
4536,sdc6p4
8057,sdc6v1
8401,sdc6v2
19693,sdc6v3
10523,sdcol_1
11164,sdcol_2
6261,sdcol_3
15500,sdcol_4
4406,sdcol_5
15946,sdcol_6
4856,sdcol_7
12955,sdep
19903,sdep1
7817,sdepar
13651,sdepart
10700,sdepi
16007,sdept
13593,sdepto
17410,sdepto2
9325,sdevreg
13085,sdformat
6029,sdh1
1161,sdh1d
9701,sdh1m
6534,sdh1y
18312,sdh2
19468,sdh2d
4264,sdh2m
789,sdh2y
17207,sdh3
19543,sdh3d
18376,sdh3m
14628,sdh3y
13475,sdh4casa
6701,sdhb1
20947,sdhb2
6041,sdhb3
21452,sdhh1
8045,sdhh1d
7142,sdhh1m
19801,sdhh1y
4918,sdhh2
550,sdhh2d
17576,sdhh2m
18629,sdhh2y
2283,sdhh3
10944,sdhh3d
21230,sdhh3m
10771,sdhh3y
18956,sdhi1
18786,sdhi2
13418,sdhi3
13270,sdiavis
18835,sdiavisf
4677,sdib1
16898,sdib2
11419,sdib3
17691,sdirect
17164,sdis
667,sdishft
6399,sdishrg
7024,sdist
19988,sdist129
21197,sdist135
15661,sdist141
1806,sdist2
18591,sdista
4746,sdistr
15451,sdistri
6818,sdistric
18415,sdistrict
9300,sdistrit
9220,sdiv
12628,sdno
9339,sdom1
16211,sdom2
5451,sdomain
10043,sdomain6
5089,sdomain9
5400,sdominio
12240,sdpn1
17131,sdpn2
5057,sdpn3
14900,sdpt1
7361,sdpt1d
17589,sdpt1m
17719,sdpt1y
1412,sdpt2
14044,sdpt2d
16064,sdpt2m
10750,sdpt2y
12530,sdpt3
17809,sdpt3d
21563,sdpt3m
19198,sdpt3y
787,sdpt4
12003,sdpt4d
11628,sdpt4m
21100,sdpt4y
9387,sdpta
6872,sdptad
19530,sdptam
10297,sdptay
3293,sdptb
17942,sdptbd
1411,sdptbm
4696,sdptby
16199,sdr
11964,sdr1
21311,sdr1d
9789,sdr1m
2314,sdr1y
9249,sdr2
21144,sdr2d
5622,sdr2m
1576,sdr2y
13481,sdrv1
252,sdrv2
19374,sdud
11586,sdum
21062,sdunicef
9409,sdurhora
3637,sdurmin
15528,sdurv
10709,sduy
14013,sdv
14507,sdv103a
19420,sdv103b
5803,sdv105a
17763,sdv105b
6087,sdv105c
694,sdv105d
16297,sdv105e
8381,sdv105f
19327,sdv105g
18379,sdv105h
11742,sdv105i
21309,sdv18
18495,sdv18c
5254,sdv24
9379,sdv24a
3613,sdv_weight
11632,sdva
19939,sdvad
19398,sdvam
8958,sdvan
10660,sdvay
5974,sdvelig
1642,sdvm
17394,sdweight
6783,sdyf
7730,sea
7133,seaname
13811,seanum
3216,seanumb
6626,seatype
1649,sech
1449,secoreg
8948,secozn
67,secozone
17203,sed1
19942,sed2
15890,sed3
14011,seduc
8460,seduc1
18790,seduc2
13749,seduc3
21498,seduc4
15552,seduc6
10072,seduc88
11971,seduch
15496,seducp
8684,seducrw4
9704,seducrw6
20775,selig
14519,selig1
18544,seligdv
9131,seligm
442,seligr
2246,seligv
10698,senarea
14266,senumer
18168,senumera
16519,sequipo
5698,sestadis
2393,sestr
13213,sestrat
5334,sestruct
17926,setatmat
1291,setid
5404,setob
2680,sfa
20879,sfacte1
9023,sfacte2
17947,sfacte3
5486,sfactp
8384,sfactr2
416,sfad
8280,sfam
17213,sfay
1586,sfe
7302,sfed
2710,sfedd
2791,sfedit
8468,sfeditd
12203,sfeditm
20906,sfedm
4880,sfem
2484,sfey
15989,sfh1
20309,sfh1d
10612,sfh1m
19815,sfh1y
4595,sfh2
4137,sfh2d
16100,sfh2m
19975,sfh2y
7905,sfh3
6688,sfh3d
16436,sfh3m
7079,sfh3y
4427,sfj
15967,sfjd
125,sfjm
7544,sfjy
8732,sfldedit
6640,sfldsup
5757,sfpmeth
12014,sfvja
9081,sfvjj
11269,sfvjm
13449,sfvjn
1547,sgisalt
21647,sgov
3110,sgov2
16504,sgovern
17577,sgrado
18159,sgrappe
846,sguw
14338,sguw1
17066,sguw2
12797,sguw3
6005,sguw4
10239,sguw5
16612,sguw6
14974,sguw7
19852,sh0
3050,sh041
11032,sh0d
13953,sh0m
16670,sh0y
2226,sh1
11536,sh108d
20611,sh108m
15514,sh108y
16785,sh112d
13178,sh112m
3151,sh112y
12900,sh19
13252,sh1d
19272,sh1m
1439,sh1y
9809,sh2
507,sh208d
5287,sh208m
2526,sh208y
11554,sh20d
18515,sh212d
9271,sh212m
2003,sh212y
20625,sh2d
5575,sh2m
13547,sh2y
1429,sh3
9804,sh308d
18080,sh308m
7311,sh308y
16106,sh312d
19993,sh312m
13396,sh312y
992,sh34
11070,sh35
16363,sh37
7422,sh38
14552,sh39
1364,sh3d
10625,sh3m
11264,sh3y
9050,sh4
19202,sh40
3345,sh42
16510,sh43
11645,sh45
3631,sh46
12349,sh47
6193,sh48
9044,sh4casa
8930,sh4d
9585,sh4m
16638,sh4y
5086,sh5
17787,sh50
14959,sh504ad
2801,sh504am
9880,sh504ay
5648,sh51
15827,sh52
18613,sh53a
8690,sh53b
3647,sh53c
14475,sh53d
18375,sh54a
9021,sh54b
17312,sh54d
554,sh54e
18721,sh54f
5438,sh55d
10825,sh55e
20232,sh55f
10285,sh55g
12180,sh55h
11456,sh55i
755,sh55j
512,sh55k
7251,sh56
18472,sh57
11966,sh5d
14816,sh5fono
13215,sh5m
13020,sh5y
16493,sh6
18849,sh64
12969,sh6d
18980,sh6m
11298,sh6y
197,sh7
16512,sh7d
7651,sh7m
10746,sh7y
8571,sh8
16534,sh8d
6307,sh8m
15186,sh8y
3673,sh9
21650,sh9d
6136,sh9m
17058,sh9y
18514,sha
3623,shad
13062,sham
10796,shay
12071,shb
7671,shb1
3302,shb1d
12037,shb1m
20797,shb1y
1035,shb2
9808,shb2d
13934,shb2m
8854,shb2y
1601,shb3
3009,shb3d
12313,shb3m
6216,shb3y
4559,shbd
15032,shbib1
21575,shbib2
6495,shbib3
307,shbm
10590,shbv1
10205,shbv1d
7211,shbv1m
14982,shbv1y
14714,shbv2
3541,shbv2d
7280,shbv2m
3503,shbv2y
18392,shbv3
18246,shbv3d
3392,shbv3m
4607,shbv3y
10482,shby
17008,shc
18227,shcard
19998,shcd
88,shcdata
20895,shcm
7156,shcy
8535,shealth
13607,sheb1d
18793,sheb1m
17038,sheb1y
19228,sheb2d
11262,sheb2m
11587,sheb2y
17837,sheb3d
14118,sheb3m
7435,sheb3y
19562,sheduc
14344,shelgmen
16162,shemp
17072,shep
13158,shep1
14525,shep1d
12491,shep1m
1545,shep1y
17084,shep2
18037,shep2d
7593,shep2m
11363,shep2y
5825,shep3
15361,shep3d
11072,shep3m
7801,shep3y
6957,shepa1
3240,shepa1d
7951,shepa1m
1749,shepa1y
20772,shepa2
6274,shepa2d
17738,shepa2m
11576,shepa2y
1258,shepa3
21676,shepa3d
12084,shepa3m
21518,shepa3y
20683,shepb1
11577,shepb2
16626,shepb3
15166,shepd
12905,shepm
19705,shepy
15748,shf
6699,shfd
2356,shfm
19236,shfy
19930,shh104a
2773,shh105a
18916,shh106a
244,shh106b
3736,shh106c
9715,shh106d
18861,shh106e
8062,shh106f
17564,shh106x
7358,shh106z
7727,shh107aa
2967,shh107ab
18478,shh107d
9085,shh107ea
4283,shh110d
4909,shh110g
12164,shh110h
1168,shh110i
8922,shh110j
12906,shh110k
1764,shh110l
6775,shh110m
10805,shh110n
1489,shh110o
16391,shh113a
12690,shh113d
1779,shh113f
6793,shh118a
9627,shh118d
13726,shh118e
2341,shh118g
3657,shh118h
18779,shh120
14583,shh243a
14626,shh243b
9151,shh243c
19476,shh243d
15130,shh516f
5139,shh516g
5917,shh516i
14035,shh516j
4,shh517e
17262,shh517f
21112,shhv190
18232,shhv190a
10102,shhv191
1860,shhv191a
13880,shhwlthfr
5067,shhwlthfu
630,shhwlthir
1679,shhwlthiu
3426,shi1
12061,shi2
4328,shi3
3912,shib1
18935,shib1d
14139,shib1m
2554,shib1y
13960,shib2
14424,shib2d
6085,shib2m
11544,shib2y
19478,shib3
18346,shib3d
21783,shib3m
17460,shib3y
6943,shiv01
8667,shiv02
20634,shiv03
4407,shiv04
9565,shiv05
11953,shiv06
19035,shiv_weight
6972,shivwgt
7535,shno
4311,shnum
8658,shoccup
4962,shog1
15886,shog2
11204,shogar
7277,shogar2
6513,shomelang
2205,shousing
13212,shp
17027,shp0
16987,shp0d
19873,shp0m
9124,shp0y
20436,shp1
7041,shp1d
19369,shp1m
6473,shp1y
8181,shp2
17133,shp2d
21649,shp2m
15215,shp2y
12091,shp3
14356,shp3d
19789,shp3m
6598,shp3y
11948,shpd
7315,shpm
7383,shpy
2080,shun
20670,shusb
17785,shusband
2423,shusbed4
15837,shusbed6
15928,shusbln
16307,shusbno
1503,shx1
1186,shx1d
15856,shx1m
11703,shx1y
8309,shx2
19553,shx2d
5870,shx2m
6963,shx2y
13709,shx3
5063,shx3d
15377,shx3m
13137,shx3y
9114,shx4
20811,shx4d
20233,shx4m
20103,shx4y
1727,sidia
12599,sidib
3127,sidic
15477,sidicues
20075,sidimat
7690,sidioma
20905,sidiomae
20133,sigouver
13562,silang
5952,sim1
7278,sim1d
6004,sim1m
13346,sim1y
20318,sim2
9448,sim2d
10122,sim2m
3341,sim2y
16406,simmun
20659,sinlang
1135,sintcg
13557,sintd
499,sintd_1
4394,sintd_2
6215,sintd_3
20459,sintd_4
17804,sintd_5
6472,sintday
15855,sintdg
18577,sinter
19382,sinterp
195,sinterpr
10695,sinterv
19467,sintlg
12047,sintlng
1788,sintm
1075,sintm_1
9813,sintm_2
5932,sintm_3
21571,sintm_4
2498,sintm_5
19083,sintmg
19055,sintnum
15713,sintsex
14278,sintv
5212,sinty
17540,sinty_1
3770,sinty_2
11649,sinty_3
10476,sinty_4
7404,sinty_5
7516,sintyg
20765,sislgrp
18224,sj466a
8901,sje
8499,sjh
2474,sjhd
11791,sjhm
14686,sjhy
1698,skcant
16588,skeyd
5043,skeyer
16770,skeyer2
9650,skeym
3650,sklang
12514,sklocal
19670,sknmen
17964,skpref
8425,skzd
6101,sl474t
21482,sl474u
2781,slan
4590,slang
5378,slang1
3552,slang2
8365,slang3
18209,slangi
5577,slangi1
6272,slangi2
20426,slangi3
13242,slangi4
18913,slangin
12027,slangint
16877,slangl
15888,slangn
17776,slangq
21630,slangqs
14123,slangqst
3283,slangr
16241,slangr1
5236,slangr2
20225,slangr3
3930,slangr4
13420,slangre
403,slangresp
6225,slangrs
21321,slangrsp
10755,slangt
8595,slangua
3502,slanguag
12995,slangue
15923,slangw
11354,slani
9197,slanint
3335,slanlo
9674,slanq
13266,slanr
13333,slanresp
1468,slarea
4614,slgenq
12668,slgqst
8621,slgques
11329,slignep
19469,slint
3921,slinter
16299,slinterv
9202,slinterview
9363,slit
12708,sllang
18155,slnative
2313,slngint
14612,slngque
1767,slnnoh
17142,sloc
8035,sloc2
12074,sloc3
20945,slocal
17494,slocali
8950,slocalit
16067,slocality
8274,slocgov
18788,slocnam
21812,slocnew
1798,slocnew2
11024,slocnew3
187,slquest
12219,slreso
3654,slresp
4022,slresq
2826,sltrans
21807,sm06b
21615,sm06d1
9453,sm06d2
1684,sm06d3
1675,sm06d4
10391,sm06h1
2945,sm06h2
6523,sm06h3
5456,sm06m
4478,sm06mr
7537,sm06mu
2610,sm06p1
12099,sm06p2
2639,sm06p3
9122,sm06p4
18042,sm06r
17250,sm06v3
19595,sm08d
10732,sm08m
7684,sm08y
11383,sm1005b_1
9706,sm1005b_2
1406,sm1005b_3
8404,sm1005b_4
2779,sm1005b_5
10502,sm12d
7626,sm12m
3809,sm12y
7770,sm1406d4
18754,sm1406e1
5347,sm1406e2
4019,sm1406e3
13042,sm1406h1
21483,sm1406h2
7968,sm1406h3
11686,sm15
19406,sm15d
3969,sm15m
15829,sm15y
13878,sm2
10134,sm234b1
13994,sm234b2
14678,sm234b3
13146,sm234b4
21079,sm234b5
7792,sm2d
14891,sm2m
15847,sm2y
10744,sm444y
18373,sm445y
12811,sm46hb
13931,sm46yf
2248,sm484a
17076,sm484aa
21004,sm484b
21699,sm484c
12397,sm484d
563,sm484e
12507,sm506b1
6643,sm506b2
8155,sm506b3
7067,sm506d
6021,sm506d1
6104,sm506d2
11707,sm506d3
5495,sm506e
18479,sm506h1
15226,sm506h2
17542,sm506h3
389,sm506y
9193,sm506yf
7864,sm58d4
12726,sm58h1
19017,sm58h2
13208,sm58h3
21119,sm58m2
17373,sm58p4
163,sm58p5
13095,sm58pa
10484,sm9
3261,sm9d
18827,sm9m
3097,sm9y
10265,smaladie
7524,smalar
21361,smamz
1853,smanz
18201,smanzano
4908,smarido
12674,smc6b
21266,smc6d1
9517,smc6d2
20652,smc6d3
8606,smc6d4
16127,smc6e1
4084,smc6e2
2266,smc6e3
13100,smc6h1
20153,smc6h2
4866,smc6h3
2950,smc6m
11436,smc6mr
11318,smc6p0
11417,smc6p1
3992,smc6p2
2795,smc6p3
15278,smc6p4
15808,smc6v1
20963,smc6v2
21238,smc6v3
11353,smcong
18541,smeas
10111,smena
10601,smenage
3230,smenj
20008,smenm
8585,smenn
13787,smetneed
9119,smetro
2403,smetrop
8323,smh1
2284,smh2
2369,smh3
12385,smhb1
13022,smhb2
14595,smhb3
19587,smhi1
13469,smhi2
9096,smhi3
3124,smhoga
3114,smhogb
10956,smib1
17932,smib2
1261,smib3
5701,sml
18972,sml1
14018,sml2
6561,smld
21466,smlm
15381,smly
21810,smmanz
2444,smmr
14102,smmr1
8281,smmr1d
10584,smmr1m
21284,smmr1y
5565,smmr2
8111,smmr2d
8534,smmr2m
5876,smmr2y
4571,smmrd
11257,smmrm
6637,smmry
9374,smpio
19773,smpn1
8006,smpn2
9054,smpn3
16664,smr08d
16603,smr08m
1301,smr08y
8190,smr1
4990,smr12d
21188,smr12m
12676,smr12y
7219,smr1d
6002,smr1m
1415,smr1y
1092,smr2
20786,smr2d
14649,smr2m
19057,smr2y
16114,smr9
10166,smr9d
6247,smr9m
6500,smr9y
20136,smrv1
21394,smrv2
18966,smuest
15149,smumpd
9601,smumpm
17021,smumps
5787,smumpy
18066,smun
11398,smuni
7659,smunic
11000,smunic4
13703,smunici
19325,smunicip
2665,smunip
2101,smvivn
9977,smvivs
5077,smyf
20648,smzone
4919,sn1
14209,sn1d
15348,sn1m
17453,sn1y
17060,sn2
5119,sn2d
9183,sn2m
5686,sn2y
3340,sn3
16771,sn323
12873,sn3d
5365,sn3m
19085,sn3y
2813,sn_191
19769,snassep
1951,sncluster
4712,sndhs
1949,sneonat
14265,snewzon
20704,snfhs2
19237,snived
11919,snivsis
14880,snlang
2128,snlangi
16561,snlangr
2487,snotrhog
7160,snotrviv
12150,snprovin
10547,snr
13864,snrd
1688,snrm
17499,snry
6610,snselv
1212,snumb
10643,snumber
16781,snumber1
1696,snumdv
17987,snumero
2162,sobl
16051,soblast
11735,soblastu
11352,soedit
8598,soeditd
19519,soeditm
18443,solddiv
18524,sord51
5635,sot08d
15703,sot08m
14843,sot08y
9743,sot12d
20042,sot12m
7204,sot12y
20919,soth
11330,sothd
15047,sothm
16173,sothy
8574,sotrasvi
20319,sotrohog
15918,sp008d
6593,sp008m
456,sp008y
20700,sp012d
8533,sp012m
19577,sp012y
13592,sp0d
9237,sp0m
